year,school_code,school_name,order_first_date,spreadsheet_first_date,total_circ,total_orders,total_revenue,dist_type
2014,FHS,Fort Hays State University,,2014-05-21,925.0,183.0,28865.0,
2015,FHS,Fort Hays State University,,2015-05-29,925.0,163.0,24353.0,
2016,FHS,Fort Hays State University,2016-05-28,2016-05-25,1336.0,161.0,27047.0,1
2017,FHS,Fort Hays State University,2017-06-27,2017-06-22,1350.0,102.0,17844.0,7
2018,FHS,Fort Hays State University,2018-05-22,2018-05-22,1351.0,152.0,26919.0,7
2019,FHS,Fort Hays State University,,2019-06-13,1350.0,105.0,19095.0,7
2014,CNM,Concordia College-Moorhead,,2014-05-08,568.0,156.0,22574.0,
2015,CNM,Concordia College-Moorhead,,2015-04-29,526.0,124.0,20541.0,
2016,CNM,Concordia College-Moorhead,2016-05-02,2016-04-28,552.0,124.0,21959.0,1
2017,CNM,Concordia College-Moorhead,2017-04-24,2017-04-20,558.0,137.0,24553.0,1
2018,CNM,Concordia College-Moorhead,2018-05-07,2018-05-01,1042.0,100.0,17829.0,1
2019,CNM,Concordia College-Moorhead,,2019-04-23,491.0,105.0,19064.0,4
2014,OIT,Oregon Tech,,2014-04-24,817.0,82.0,12946.0,
2015,OIT,Oregon Tech,,2015-04-23,728.0,90.0,14123.0,
2016,OIT,Oregon Tech,2016-04-26,2016-04-21,949.0,77.0,15332.0,1
2017,OIT,Oregon Tech,2017-04-24,2017-04-21,345.0,73.0,13716.0,1
2018,OIT,Oregon Tech,2018-05-10,2018-05-01,538.0,62.0,11636.0,1
2019,OIT,Oregon Tech,,2019-04-18,405.0,94.0,18976.0,1
2014,SOC,St. Olaf College,,,,,,
2015,SOC,St. Olaf College,,,,,,
2016,SOC,St. Olaf College,2016-08-12,,,,,
2017,SOC,St. Olaf College,,,,,,
2018,SOC,St. Olaf College,,,,,,
2019,SOC,St. Olaf College,,2019-06-26,757.0,113.0,18772.0,1
2014,NWO,University of Northwestern Ohio,,,0.0,1.0,248.0,
2015,NWO,University of Northwestern Ohio,,,,0.0,0.0,
2016,NWO,University of Northwestern Ohio,2016-06-18,2016-06-13,1170.0,68.0,13587.0,1
2017,NWO,University of Northwestern Ohio,2017-05-06,2017-05-01,1025.0,74.0,13997.0,1
2018,NWO,University of Northwestern Ohio,2018-05-30,2018-05-25,2388.0,122.0,23737.0,1
2019,NWO,University of Northwestern Ohio,,2019-04-23,819.0,73.0,18671.0,4
2014,STF,Stanford University,,,0.0,2.0,285.0,
2015,STF,Stanford University,,2015-07-29,1800.0,214.0,37149.0,
2016,STF,Stanford University,2016-08-14,2016-08-02,1794.0,171.0,32355.0,2
2017,STF,Stanford University,2017-08-14,2017-08-04,1700.0,176.0,28144.0,2
2018,STF,Stanford University,2018-06-09,,0.0,474.0,88954.0,2
2019,STF,Stanford University,,2019-08-06,2200.0,115.0,18651.0,2
2014,SAC,Saint Michael's College,,2014-05-30,631.0,103.0,22149.0,
2015,SAC,Saint Michael's College,,2015-05-21,496.0,111.0,21507.0,
2016,SAC,Saint Michael's College,2016-05-30,2016-05-25,496.0,79.0,16234.0,1
2017,SAC,Saint Michael's College,2017-06-17,2017-05-15,454.0,81.0,17629.0,1
2018,SAC,Saint Michael's College,2018-05-29,2018-05-23,472.0,85.0,18183.0,1
2019,SAC,Saint Michael's College,,2019-05-23,431.0,82.0,18424.0,1
2014,VNU,Vincennes University,,,0.0,33.0,5419.0,
2015,VNU,Vincennes University,,2015-06-16,2000.0,9.0,1506.0,
2016,VNU,Vincennes University,2016-08-01,2016-06-10,2000.0,70.0,14597.0,7
2017,VNU,Vincennes University,2017-06-09,2017-06-10,2000.0,72.0,12380.0,7
2018,VNU,Vincennes University,2018-05-07,,0.0,84.0,15920.0,7
2019,VNU,Vincennes University,,2019-05-17,800.0,93.0,18382.0,7
2014,HWC,Hartwick College,,2014-05-14,469.0,123.0,24476.0,
2015,HWC,Hartwick College,,2015-05-06,343.0,80.0,14774.0,
2016,HWC,Hartwick College,2016-05-12,2016-05-10,476.0,125.0,26683.0,1
2017,HWC,Hartwick College,2017-05-15,2017-05-12,660.0,94.0,17684.0,4
2018,HWC,Hartwick College,2018-05-07,2018-05-04,462.0,124.0,24315.0,4
2019,HWC,Hartwick College,,2019-05-06,419.0,81.0,18327.0,4
2014,UKC,University of Missouri-Kansas City,,2014-04-24,763.0,163.0,27475.0,
2015,UKC,University of Missouri-Kansas City,,2015-04-23,799.0,121.0,23020.0,
2016,UKC,University of Missouri-Kansas City,2016-04-27,2016-04-21,752.0,130.0,24845.0,1
2017,UKC,University of Missouri-Kansas City,2017-06-28,2017-04-20,678.0,95.0,16828.0,1
2018,UKC,University of Missouri-Kansas City,2018-05-12,2018-05-07,446.0,69.0,13876.0,4
2019,UKC,University of Missouri-Kansas City,,2019-04-26,611.0,95.0,18196.0,4
2014,USR,The University of Scranton,,2014-06-18,1040.0,223.0,47148.0,
2015,USR,The University of Scranton,,2015-06-17,896.0,139.0,28709.0,
2016,USR,The University of Scranton,2016-06-17,2016-06-15,975.0,105.0,22616.0,4
2017,USR,The University of Scranton,2017-06-18,2017-06-16,884.0,112.0,22004.0,1
2018,USR,The University of Scranton,2018-06-04,2018-05-31,866.0,128.0,26758.0,1
2019,USR,The University of Scranton,,2019-06-12,928.0,93.0,18192.0,1
2014,ULB,University of Lynchburg,,,,,,
2015,ULB,University of Lynchburg,,,,,,
2016,ULB,University of Lynchburg,2016-06-20,,,,,
2017,ULB,University of Lynchburg,2017-07-03,,,,,
2018,ULB,University of Lynchburg,2018-05-08,,,,,
2019,ULB,University of Lynchburg,,2019-04-18,475.0,78.0,18088.0,1
2014,LWU,Lawrence Technological University,,2014-06-10,177.0,49.0,8896.0,
2015,LWU,Lawrence Technological University,,2015-06-17,244.0,44.0,8981.0,
2016,LWU,Lawrence Technological University,2016-05-24,2016-05-20,222.0,46.0,9248.0,1
2017,LWU,Lawrence Technological University,2017-05-30,2017-05-25,241.0,75.0,17057.0,1
2018,LWU,Lawrence Technological University,2018-06-09,2018-05-04,275.0,91.0,21753.0,1
2019,LWU,Lawrence Technological University,,2019-04-18,278.0,85.0,18085.0,1
2014,SEG,Southeastern University,,2014-05-12,730.0,124.0,22265.0,
2015,SEG,Southeastern University,,2015-05-28,886.0,103.0,20293.0,
2016,SEG,Southeastern University,2016-07-04,2016-06-07,972.0,148.0,27567.0,1
2017,SEG,Southeastern University,2017-06-18,2017-06-05,553.0,106.0,19323.0,1
2018,SEG,Southeastern University,2018-05-16,2018-05-01,1041.0,104.0,21636.0,1
2019,SEG,Southeastern University,,2019-04-18,821.0,92.0,18061.0,1
2014,UTP,University of the Pacific,,2014-06-27,900.0,86.0,13813.0,
2015,UTP,University of the Pacific,,2015-06-12,900.0,146.0,27017.0,
2016,UTP,University of the Pacific,2016-06-10,2016-06-08,900.0,110.0,21445.0,7
2017,UTP,University of the Pacific,2017-06-27,2017-06-01,1000.0,90.0,16072.0,7
2018,UTP,University of the Pacific,,2018-06-19,1100.0,111.0,21358.0,7
2019,UTP,University of the Pacific,,2019-06-07,1000.0,87.0,18047.0,7
2014,OCS,Oklahoma Christian University,,2014-04-25,557.0,112.0,18747.0,
2015,OCS,Oklahoma Christian University,,2015-04-23,521.0,124.0,23444.0,
2016,OCS,Oklahoma Christian University,2016-04-28,2016-04-25,530.0,101.0,19289.0,1
2017,OCS,Oklahoma Christian University,2017-04-25,2017-04-20,598.0,81.0,15070.0,1
2018,OCS,Oklahoma Christian University,2018-06-10,2018-05-01,535.0,75.0,15490.0,1
2019,OCS,Oklahoma Christian University,,2019-04-18,726.0,86.0,17943.0,1
2014,CAN,Canisius College,,2014-04-24,452.0,99.0,17668.0,
2015,CAN,Canisius College,,2015-04-23,434.0,77.0,13736.0,
2016,CAN,Canisius College,2016-07-09,2016-05-11,420.0,21.0,4048.0,1
2017,CAN,Canisius College,2017-05-12,2017-05-04,194.0,55.0,11260.0,1
2018,CAN,Canisius College,2018-05-08,2018-05-01,269.0,54.0,10472.0,1
2019,CAN,Canisius College,,2019-04-18,320.0,87.0,17890.0,1
2014,ILU,Illinois State University,,2014-04-30,4000.0,754.0,138628.0,
2015,ILU,Illinois State University,,2015-06-03,3808.0,626.0,110155.0,
2016,ILU,Illinois State University,2016-06-23,2016-06-22,3882.0,503.0,92701.0,1
2017,ILU,Illinois State University,2017-05-18,2017-05-15,3670.0,593.0,109334.0,1
2018,ILU,Illinois State University,2018-05-27,2018-05-24,3607.0,545.0,106442.0,1
2019,ILU,Illinois State University,,2019-07-19,3644.0,90.0,17555.0,1
2014,CNW,Concordia University Wisconsin,,2014-06-23,594.0,92.0,15564.0,
2015,CNW,Concordia University Wisconsin,,2015-04-23,782.0,107.0,18714.0,
2016,CNW,Concordia University Wisconsin,2016-04-26,2016-04-21,597.0,111.0,21044.0,1
2017,CNW,Concordia University Wisconsin,2017-04-29,2017-04-25,504.0,103.0,20220.0,1
2018,CNW,Concordia University Wisconsin,2018-05-10,2018-05-01,555.0,112.0,20823.0,1
2019,CNW,Concordia University Wisconsin,,2019-04-18,521.0,92.0,17188.0,1
2014,SWB,Southwest Baptist University,,2014-05-02,466.0,119.0,20656.0,
2015,SWB,Southwest Baptist University,,2015-06-01,390.0,71.0,11019.0,
2016,SWB,Southwest Baptist University,2016-06-07,2016-06-03,366.0,57.0,10159.0,1
2017,SWB,Southwest Baptist University,2017-05-30,2017-05-24,390.0,79.0,15380.0,1
2018,SWB,Southwest Baptist University,2018-05-16,2018-05-08,338.0,70.0,13467.0,1
2019,SWB,Southwest Baptist University,,2019-04-18,420.0,78.0,16863.0,1
2014,SOS,Southern Oregon University,,2014-06-13,797.0,133.0,23422.0,
2015,SOS,Southern Oregon University,,2015-05-20,1329.0,139.0,23700.0,
2016,SOS,Southern Oregon University,2016-05-22,2016-05-20,711.0,135.0,27148.0,4
2017,SOS,Southern Oregon University,2017-05-30,2017-05-25,616.0,119.0,21798.0,1
2018,SOS,Southern Oregon University,2018-05-26,2018-05-21,471.0,105.0,18876.0,1
2019,SOS,Southern Oregon University,,2019-05-13,503.0,83.0,16842.0,1
2014,CEC,Central College,,2014-06-06,417.0,107.0,16782.0,
2015,CEC,Central College,,2015-05-29,316.0,71.0,11475.0,
2016,CEC,Central College,2016-06-11,2016-06-06,328.0,63.0,10274.0,1
2017,CEC,Central College,2017-05-26,2017-05-22,320.0,80.0,14517.0,1
2018,CEC,Central College,2018-06-12,2018-06-07,266.0,51.0,9865.0,1
2019,CEC,Central College,,2019-05-31,355.0,86.0,16840.0,1
2014,TGA,Texas A&M University at Galveston,,2014-05-05,625.0,90.0,17152.0,
2015,TGA,Texas A&M University at Galveston,,2015-05-06,859.0,74.0,15137.0,
2016,TGA,Texas A&M University at Galveston,2016-05-23,2016-05-19,714.0,125.0,25737.0,1
2017,TGA,Texas A&M University at Galveston,2017-04-28,2017-04-25,955.0,125.0,26738.0,1
2018,TGA,Texas A&M University at Galveston,2018-05-07,2018-05-01,705.0,104.0,23301.0,1
2019,TGA,Texas A&M University at Galveston,,2019-04-19,650.0,68.0,16836.0,4
2014,WCT,Western Connecticut State University,,2014-05-15,458.0,92.0,19063.0,
2015,WCT,Western Connecticut State University,,2015-05-26,464.0,60.0,12138.0,
2016,WCT,Western Connecticut State University,2016-05-09,2016-05-06,776.0,81.0,16902.0,1
2017,WCT,Western Connecticut State University,2017-05-06,2017-05-03,578.0,91.0,19904.0,1
2018,WCT,Western Connecticut State University,2018-05-16,2018-05-10,465.0,91.0,17918.0,1
2019,WCT,Western Connecticut State University,,2019-05-17,444.0,72.0,16647.0,1
2014,COL,Colgate University,,,0.0,39.0,6906.0,
2015,COL,Colgate University,,,0.0,19.0,2891.0,
2016,COL,Colgate University,2016-06-20,2016-05-06,200.0,11.0,2161.0,3
2017,COL,Colgate University,2017-08-01,2017-06-02,800.0,66.0,12930.0,1
2018,COL,Colgate University,2018-06-05,2018-05-15,800.0,111.0,22609.0,2
2019,COL,Colgate University,,2019-05-10,800.0,73.0,16613.0,2
2014,UAK,The University of Akron,,2014-05-30,2069.0,328.0,60678.0,
2015,UAK,The University of Akron,,2015-04-23,1922.0,247.0,44221.0,
2016,UAK,The University of Akron,2016-06-14,2016-04-21,1823.0,239.0,47493.0,1
2017,UAK,The University of Akron,2017-05-19,2017-04-20,2450.0,268.0,50911.0,1
2018,UAK,The University of Akron,2018-05-09,2018-05-01,947.0,125.0,23933.0,1
2019,UAK,The University of Akron,,2019-04-18,1013.0,82.0,16493.0,1
2014,PAC,Pacific University,,2014-06-03,500.0,172.0,33952.0,
2015,PAC,Pacific University,,2015-06-15,530.0,159.0,29393.0,
2016,PAC,Pacific University,2016-07-03,2016-07-08,550.0,85.0,15475.0,7
2017,PAC,Pacific University,2017-06-08,2017-06-06,408.0,122.0,25801.0,1
2018,PAC,Pacific University,,2018-06-08,425.0,95.0,17821.0,7
2019,PAC,Pacific University,,2019-07-01,455.0,87.0,16405.0,7
2014,NCP,University of North Carolina at Pembroke,,2014-06-04,498.0,92.0,16539.0,
2015,NCP,University of North Carolina at Pembroke,,2015-05-21,908.0,81.0,14297.0,
2016,NCP,University of North Carolina at Pembroke,2016-06-15,2016-05-23,490.0,51.0,10569.0,1
2017,NCP,University of North Carolina at Pembroke,2017-07-15,2017-07-11,890.0,41.0,7623.0,1
2018,NCP,University of North Carolina at Pembroke,,2018-06-05,605.0,46.0,9581.0,1
2019,NCP,University of North Carolina at Pembroke,,2019-06-04,765.0,76.0,16387.0,1
2014,OXY,Occidental College,,2014-06-19,570.0,11.0,1241.0,
2015,OXY,Occidental College,,2015-07-14,675.0,86.0,14946.0,
2016,OXY,Occidental College,2016-08-06,2016-05-27,650.0,84.0,16174.0,7
2017,OXY,Occidental College,2017-07-11,,0.0,9.0,1415.0,7
2018,OXY,Occidental College,,2018-05-31,1.0,14.0,2848.0,2
2019,OXY,Occidental College,,2019-07-10,675.0,79.0,16302.0,7
2014,CAA,California University of Pennsylvania,,2014-05-20,757.0,143.0,23980.0,
2015,CAA,California University of Pennsylvania,,2015-06-08,635.0,97.0,16582.0,
2016,CAA,California University of Pennsylvania,2016-06-12,2016-05-13,987.0,79.0,14784.0,1
2017,CAA,California University of Pennsylvania,2017-04-25,2017-04-20,373.0,85.0,16171.0,1
2018,CAA,California University of Pennsylvania,2018-05-07,2018-05-01,420.0,67.0,12752.0,1
2019,CAA,California University of Pennsylvania,,2019-05-24,582.0,81.0,16284.0,1
2014,SMM,St. Mary's College of Maryland,,2014-05-23,415.0,103.0,21269.0,
2015,SMM,St. Mary's College of Maryland,,2015-06-08,412.0,99.0,16811.0,
2016,SMM,St. Mary's College of Maryland,2016-06-07,2016-06-02,325.0,67.0,12036.0,1
2017,SMM,St. Mary's College of Maryland,2017-05-27,2017-05-25,334.0,81.0,16528.0,1
2018,SMM,St. Mary's College of Maryland,2018-05-05,2018-05-01,401.0,89.0,18582.0,1
2019,SMM,St. Mary's College of Maryland,,2019-04-18,361.0,84.0,16273.0,1
2014,POT,SUNY College at Potsdam,,2014-06-11,835.0,145.0,28931.0,
2015,POT,SUNY College at Potsdam,,2015-04-23,1504.0,161.0,30990.0,
2016,POT,SUNY College at Potsdam,2016-04-29,2016-04-22,967.0,108.0,22106.0,4
2017,POT,SUNY College at Potsdam,2017-05-01,2017-04-28,1125.0,144.0,27857.0,1
2018,POT,SUNY College at Potsdam,2018-05-21,2018-05-16,913.0,120.0,24233.0,1
2019,POT,SUNY College at Potsdam,,2019-06-14,703.0,81.0,16252.0,1
2014,PLU,Pacific Lutheran University,,,0.0,1.0,143.0,
2015,PLU,Pacific Lutheran University,,2015-07-07,1375.0,83.0,13660.0,
2016,PLU,Pacific Lutheran University,2016-07-13,2016-07-11,1400.0,79.0,14221.0,7
2017,PLU,Pacific Lutheran University,2017-06-29,2017-06-01,600.0,104.0,17927.0,7
2018,PLU,Pacific Lutheran University,2018-05-26,2018-06-26,690.0,60.0,10173.0,7
2019,PLU,Pacific Lutheran University,,2019-07-15,690.0,89.0,16239.0,7
2014,UEV,University of Evansville,,2014-04-24,484.0,111.0,19719.0,
2015,UEV,University of Evansville,,2015-04-23,473.0,99.0,17289.0,
2016,UEV,University of Evansville,2016-04-28,2016-04-21,470.0,88.0,17093.0,1
2017,UEV,University of Evansville,2017-05-02,2017-04-21,572.0,73.0,15363.0,1
2018,UEV,University of Evansville,2018-05-07,2018-05-01,842.0,83.0,16170.0,1
2019,UEV,University of Evansville,,2019-04-18,820.0,75.0,16173.0,1
2014,BAR,Barry University,,2014-07-29,772.0,54.0,10025.0,
2015,BAR,Barry University,,2015-07-21,233.0,24.0,5302.0,
2016,BAR,Barry University,2016-05-27,2016-05-20,283.0,45.0,8713.0,1
2017,BAR,Barry University,2017-05-24,2017-05-22,335.0,62.0,12465.0,1
2018,BAR,Barry University,2018-05-22,2018-05-03,341.0,66.0,12932.0,1
2019,BAR,Barry University,,2019-04-26,397.0,81.0,16172.0,1
2014,AZU,Arizona State University at the Polytechnic Campus,,2014-06-16,410.0,73.0,13008.0,
2015,AZU,Arizona State University at the Polytechnic Campus,,2015-06-15,266.0,41.0,7020.0,
2016,AZU,Arizona State University at the Polytechnic Campus,2016-06-14,2016-06-07,273.0,14.0,2520.0,1
2017,AZU,Arizona State University at the Polytechnic Campus,2017-06-04,2017-05-31,399.0,29.0,5651.0,1
2018,AZU,Arizona State University at the Polytechnic Campus,2018-05-07,2018-05-01,607.0,66.0,13231.0,1
2019,AZU,Arizona State University at the Polytechnic Campus,,2019-04-24,579.0,71.0,16116.0,4
2014,PCS,Presbyterian College,,,0.0,0.0,0.0,
2015,PCS,Presbyterian College,,2015-06-12,269.0,23.0,3591.0,
2016,PCS,Presbyterian College,2016-06-18,2016-06-03,1100.0,22.0,4387.0,7
2017,PCS,Presbyterian College,2017-07-06,2017-07-11,289.0,15.0,2648.0,7
2018,PCS,Presbyterian College,2018-06-10,2018-05-01,357.0,66.0,14501.0,1
2019,PCS,Presbyterian College,,2019-04-18,398.0,79.0,16113.0,1
2014,DVU,Delaware Valley University,,2014-04-24,531.0,170.0,31595.0,
2015,DVU,Delaware Valley University,,2015-04-24,621.0,153.0,27514.0,
2016,DVU,Delaware Valley University,2016-06-18,2016-04-21,474.0,147.0,30498.0,1
2017,DVU,Delaware Valley University,2017-04-25,2017-04-21,434.0,95.0,18295.0,1
2018,DVU,Delaware Valley University,2018-05-05,2018-05-01,402.0,109.0,23443.0,1
2019,DVU,Delaware Valley University,,2019-04-25,421.0,82.0,16101.0,1
2014,WLU,Washington and Lee University,,2014-04-24,490.0,90.0,18241.0,
2015,WLU,Washington and Lee University,,2015-04-23,436.0,103.0,19549.0,
2016,WLU,Washington and Lee University,2016-04-26,2016-04-21,461.0,67.0,12334.0,1
2017,WLU,Washington and Lee University,2017-05-08,2017-05-03,505.0,64.0,12787.0,1
2018,WLU,Washington and Lee University,2018-05-08,2018-05-01,469.0,80.0,14999.0,1
2019,WLU,Washington and Lee University,,2019-04-24,455.0,89.0,16049.0,1
2014,TNS,Tennessee State University,,2014-06-25,1027.0,89.0,16038.0,
2015,TNS,Tennessee State University,,2015-05-22,1144.0,97.0,17502.0,
2016,TNS,Tennessee State University,2016-05-18,2016-05-12,422.0,78.0,15287.0,1
2017,TNS,Tennessee State University,2017-07-04,2017-04-24,2405.0,130.0,24709.0,1
2018,TNS,Tennessee State University,2018-05-08,2018-05-01,1113.0,109.0,20494.0,1
2019,TNS,Tennessee State University,,2019-06-12,956.0,78.0,15922.0,4
2014,LAW,Lawrence University,,2014-07-03,368.0,110.0,19241.0,
2015,LAW,Lawrence University,,2015-06-29,362.0,109.0,18267.0,
2016,LAW,Lawrence University,2016-06-20,2016-06-17,355.0,102.0,21073.0,1
2017,LAW,Lawrence University,2017-07-01,2017-06-28,339.0,84.0,16755.0,1
2018,LAW,Lawrence University,,2018-06-22,445.0,81.0,17232.0,1
2019,LAW,Lawrence University,,2019-06-26,425.0,87.0,15853.0,1
2014,PDU,Purdue University,,2014-07-10,4472.0,180.0,33080.0,
2015,PDU,Purdue University,,2015-07-27,6000.0,98.0,18501.0,
2016,PDU,Purdue University,2016-07-06,2016-07-01,6000.0,207.0,43431.0,7
2017,PDU,Purdue University,2017-07-23,2017-07-19,6400.0,130.0,22264.0,7
2018,PDU,Purdue University,2018-05-27,2018-07-24,12800.0,55.0,9148.0,7
2019,PDU,Purdue University,,2019-07-24,6400.0,77.0,15840.0,7
2014,MKN,McKendree University,,2014-05-08,397.0,29.0,5804.0,
2015,MKN,McKendree University,,2015-05-08,396.0,13.0,2371.0,
2016,MKN,McKendree University,2016-05-02,2016-04-29,424.0,83.0,16570.0,1
2017,MKN,McKendree University,2017-04-25,2017-04-20,317.0,72.0,14310.0,1
2018,MKN,McKendree University,2018-05-28,2018-05-01,263.0,64.0,13090.0,1
2019,MKN,McKendree University,,2019-04-18,248.0,74.0,15799.0,1
2014,FFU,Fairfield University,,2014-06-23,1073.0,151.0,28051.0,
2015,FFU,Fairfield University,,2015-07-27,972.0,60.0,9321.0,
2016,FFU,Fairfield University,2016-07-13,,,7.0,925.0,1
2017,FFU,Fairfield University,2017-07-04,,0.0,6.0,430.0,7
2018,FFU,Fairfield University,,2018-07-18,1100.0,54.0,10580.0,7
2019,FFU,Fairfield University,,2019-07-02,1100.0,74.0,15772.0,7
2014,ASP,Austin Peay State University,,2014-05-13,748.0,122.0,21251.0,
2015,ASP,Austin Peay State University,,2015-05-21,811.0,129.0,24120.0,
2016,ASP,Austin Peay State University,2016-05-19,2016-05-16,689.0,109.0,18696.0,4
2017,ASP,Austin Peay State University,2017-04-29,2017-04-26,956.0,132.0,24328.0,1
2018,ASP,Austin Peay State University,2018-05-14,2018-05-09,850.0,104.0,20191.0,4
2019,ASP,Austin Peay State University,,2019-04-18,600.0,72.0,15743.0,1
2014,TNT,Tennessee Tech University,,2014-05-21,2500.0,141.0,27452.0,
2015,TNT,Tennessee Tech University,,2015-07-14,2500.0,70.0,12798.0,
2016,TNT,Tennessee Tech University,2016-06-18,2016-06-13,2500.0,76.0,15411.0,7
2017,TNT,Tennessee Tech University,2017-06-05,2017-06-02,2200.0,122.0,24526.0,7
2018,TNT,Tennessee Tech University,2018-06-08,2018-06-12,2200.0,128.0,25523.0,7
2019,TNT,Tennessee Tech University,,2019-06-07,2200.0,80.0,15743.0,7
2014,WHC,Wheaton College - MA,,,,,,
2015,WHC,Wheaton College - MA,,,,,,
2016,WHC,Wheaton College - MA,2016-05-29,,,,,
2017,WHC,Wheaton College - MA,2017-08-10,,,,,
2018,WHC,Wheaton College - MA,2018-05-31,,,,,
2019,WHC,Wheaton College - MA,,2019-05-22,458.0,82.0,15528.0,1
2014,CLB,Columbus State University,,2014-06-10,477.0,59.0,10199.0,
2015,CLB,Columbus State University,,2015-06-22,300.0,42.0,7927.0,
2016,CLB,Columbus State University,2016-06-13,2016-04-21,676.0,66.0,13865.0,1
2017,CLB,Columbus State University,2017-05-08,2017-05-02,495.0,61.0,10978.0,1
2018,CLB,Columbus State University,2018-05-14,2018-05-01,457.0,69.0,14501.0,1
2019,CLB,Columbus State University,,2019-04-18,452.0,76.0,15424.0,1
2014,MCM,Mississippi College,,2014-04-25,705.0,91.0,17900.0,
2015,MCM,Mississippi College,,2015-04-23,756.0,146.0,24564.0,
2016,MCM,Mississippi College,2016-07-09,2016-04-21,841.0,135.0,24715.0,1
2017,MCM,Mississippi College,2017-07-29,2017-04-20,828.0,111.0,19802.0,1
2018,MCM,Mississippi College,2018-05-13,2018-05-07,764.0,78.0,15799.0,4
2019,MCM,Mississippi College,,2019-04-19,651.0,76.0,15367.0,4
2014,UAS,University of the Arts,,2014-05-22,356.0,105.0,19700.0,
2015,UAS,University of the Arts,,2015-05-05,669.0,133.0,23340.0,
2016,UAS,University of the Arts,2016-05-02,2016-04-29,486.0,92.0,18728.0,1
2017,UAS,University of the Arts,2017-04-26,2017-04-24,457.0,86.0,15457.0,1
2018,UAS,University of the Arts,2018-05-14,2018-05-09,845.0,106.0,21699.0,1
2019,UAS,University of the Arts,,2019-04-18,398.0,73.0,15359.0,1
2014,SAU,Southern Arkansas University-Magnolia,,,,,,
2015,SAU,Southern Arkansas University-Magnolia,,,,,,
2016,SAU,Southern Arkansas University-Magnolia,,,,,,
2017,SAU,Southern Arkansas University-Magnolia,,,,,,
2018,SAU,Southern Arkansas University-Magnolia,,,,,,
2019,SAU,Southern Arkansas University-Magnolia,,2019-05-15,772.0,69.0,15355.0,1
2014,CAU,Clark Atlanta University,,2014-06-04,1000.0,86.0,16033.0,
2015,CAU,Clark Atlanta University,,2015-06-11,1000.0,67.0,13554.0,
2016,CAU,Clark Atlanta University,,2016-07-15,1000.0,59.0,12177.0,7
2017,CAU,Clark Atlanta University,2017-06-10,2017-06-01,1000.0,84.0,17105.0,7
2018,CAU,Clark Atlanta University,2018-06-03,2018-05-30,1050.0,95.0,20525.0,7
2019,CAU,Clark Atlanta University,,2019-06-07,1050.0,67.0,15254.0,7
2014,PSH,Penn State-Harrisburg,,,0.0,11.0,2027.0,
2015,PSH,Penn State-Harrisburg,,2015-06-26,753.0,53.0,10191.0,
2016,PSH,Penn State-Harrisburg,2016-06-07,2016-06-15,850.0,61.0,12429.0,7
2017,PSH,Penn State-Harrisburg,2017-06-17,2017-06-14,850.0,43.0,7959.0,7
2018,PSH,Penn State-Harrisburg,,2018-06-19,850.0,49.0,11102.0,7
2019,PSH,Penn State-Harrisburg,,2019-06-13,918.0,77.0,15143.0,7
2014,UNK,University of Nebraska at Kearney,,2014-04-24,1416.0,203.0,33451.0,
2015,UNK,University of Nebraska at Kearney,,2015-06-10,1700.0,161.0,22895.0,
2016,UNK,University of Nebraska at Kearney,2016-04-25,2016-04-21,917.0,155.0,29376.0,4
2017,UNK,University of Nebraska at Kearney,2017-04-24,2017-04-20,1695.0,208.0,33603.0,1
2018,UNK,University of Nebraska at Kearney,2018-05-03,2018-05-01,1500.0,102.0,17371.0,7
2019,UNK,University of Nebraska at Kearney,,2019-04-12,1250.0,87.0,15114.0,7
2014,DCM,Dean College,,,0.0,1.0,303.0,
2015,DCM,Dean College,,2015-06-17,426.0,54.0,11005.0,
2016,DCM,Dean College,2016-05-22,2016-05-19,470.0,76.0,15976.0,1
2017,DCM,Dean College,2017-06-17,2017-05-16,524.0,82.0,18388.0,1
2018,DCM,Dean College,2018-05-07,2018-05-01,480.0,97.0,20893.0,1
2019,DCM,Dean College,,2019-04-18,459.0,78.0,15029.0,1
2014,OWU,Ohio Wesleyan University,,2014-04-29,465.0,118.0,22809.0,
2015,OWU,Ohio Wesleyan University,,2015-05-05,478.0,91.0,17531.0,
2016,OWU,Ohio Wesleyan University,2016-07-22,2016-04-22,499.0,103.0,21193.0,1
2017,OWU,Ohio Wesleyan University,2017-05-18,2017-05-15,455.0,84.0,17280.0,1
2018,OWU,Ohio Wesleyan University,2018-05-07,2018-05-01,475.0,103.0,20922.0,1
2019,OWU,Ohio Wesleyan University,,2019-05-09,406.0,84.0,15027.0,1
2014,ORL,Oral Roberts University,,2014-05-26,900.0,90.0,15730.0,
2015,ORL,Oral Roberts University,,2015-06-16,745.0,81.0,15236.0,
2016,ORL,Oral Roberts University,2016-06-30,2016-05-11,800.0,143.0,26387.0,7
2017,ORL,Oral Roberts University,2017-04-27,2017-04-24,800.0,143.0,26199.0,7
2018,ORL,Oral Roberts University,2018-05-10,2018-05-05,705.0,100.0,21269.0,7
2019,ORL,Oral Roberts University,,2019-04-12,705.0,73.0,14972.0,7
2014,HCI,Hanover College,,2014-06-10,297.0,55.0,10716.0,
2015,HCI,Hanover College,,2015-05-13,312.0,65.0,11207.0,
2016,HCI,Hanover College,2016-06-12,2016-04-28,246.0,56.0,12228.0,1
